date,zone_id,growth_stage,health_index
2023-11-21,zone_1,Dormant,0.7908161382797051
2023-11-22,zone_1,Dormant,0.7665628763679251
2023-11-23,zone_1,Dormant,0.8040722775271558
2023-11-24,zone_1,Dormant,0.8039542757828417
2023-11-25,zone_1,Dormant,0.739169450511157
2023-11-26,zone_1,Dormant,0.6987947059583588
2023-11-27,zone_1,Dormant,0.6668712942135817
2023-11-28,zone_1,Dormant,0.5974937036485307
2023-11-29,zone_1,Dormant,0.7017613553108472
2023-11-30,zone_1,Dormant,0.7668908114861857
2023-12-01,zone_1,Dormant,0.6846530850383741
2023-12-02,zone_1,Dormant,0.7086492660630698
2023-12-03,zone_1,Dormant,0.8003692767212078
2023-12-04,zone_1,Dormant,0.6608111336533847
2023-12-05,zone_1,Dormant,0.6647623714408384
2023-12-06,zone_1,Dormant,0.5980852155352375
2023-12-07,zone_1,Dormant,0.7308472579216128
2023-12-08,zone_1,Dormant,0.6633778232279076
2023-12-09,zone_1,Dormant,0.6826397082000963
2023-12-10,zone_1,Dormant,0.6840846644383236
2023-12-11,zone_1,Dormant,0.7781461955039635
2023-12-12,zone_1,Dormant,0.7383030809693427
2023-12-13,zone_1,Dormant,0.7699092113169241
2023-12-14,zone_1,Dormant,0.7503473204613679
2023-12-15,zone_1,Dormant,0.6621746012527219
2023-12-16,zone_1,Dormant,0.6402949205524212
2023-12-17,zone_1,Dormant,0.6389012730794488
2023-12-18,zone_1,Dormant,0.677538747465548
2023-12-19,zone_1,Dormant,0.6517431170923776
2023-12-20,zone_1,Dormant,0.7015879769152324
2023-12-21,zone_1,Dormant,0.6631191618887537
2023-12-22,zone_1,Dormant,0.6809463839191796
2023-12-23,zone_1,Dormant,0.6426141874539579
2023-12-24,zone_1,Dormant,0.5828998349459652
2023-12-25,zone_1,Dormant,0.6611264184873072
2023-12-26,zone_1,Dormant,0.626236029447784
2023-12-27,zone_1,Dormant,0.6432104336813176
2023-12-28,zone_1,Dormant,0.6901932780727593
2023-12-29,zone_1,Dormant,0.574224290428116
2023-12-30,zone_1,Dormant,0.6636496224632726
2023-12-31,zone_1,Dormant,0.6060060990908268
2024-01-01,zone_1,Dormant,0.5847812935105186
2024-01-02,zone_1,Dormant,0.6452290757239507
2024-01-03,zone_1,Dormant,0.5590422495393231
2024-01-04,zone_1,Dormant,0.6091747746223745
2024-01-05,zone_1,Dormant,0.5699475929054242
2024-01-06,zone_1,Dormant,0.6467585631118314
2024-01-07,zone_1,Dormant,0.7021517197050368
2024-01-08,zone_1,Dormant,0.6426317997820004
2024-01-09,zone_1,Dormant,0.7026015698277793
2024-01-10,zone_1,Dormant,0.6594471089887742
2024-01-11,zone_1,Dormant,0.6276836512976731
2024-01-12,zone_1,Dormant,0.6740697410415402
2024-01-13,zone_1,Dormant,0.6279686227554182
2024-01-14,zone_1,Dormant,0.6531881372434589
2024-01-15,zone_1,Dormant,0.6246958577944121
2024-01-16,zone_1,Dormant,0.5696336755707168
2024-01-17,zone_1,Dormant,0.6742245679426345
2024-01-18,zone_1,Dormant,0.6623403834095952
2024-01-19,zone_1,Dormant,0.589968009054097
2024-01-20,zone_1,Dormant,0.7006378645284965
2024-01-21,zone_1,Dormant,0.6610411927012114
2024-01-22,zone_1,Dormant,0.695181168711248
2024-01-23,zone_1,Dormant,0.6362831910151846
2024-01-24,zone_1,Dormant,0.6512128195554577
2024-01-25,zone_1,Dormant,0.6387311539865916
2024-01-26,zone_1,Dormant,0.6523803663739619
2024-01-27,zone_1,Dormant,0.7154967718858741
2024-01-28,zone_1,Dormant,0.6469224453874117
2024-01-29,zone_1,Dormant,0.6165396208643654
2024-01-30,zone_1,Dormant,0.6238553013949673
2024-01-31,zone_1,Dormant,0.617351307184547
2024-02-01,zone_1,Dormant,0.6615785159701774
2024-02-02,zone_1,Dormant,0.6711268124955502
2024-02-03,zone_1,Dormant,0.673940656564739
2024-02-04,zone_1,Dormant,0.764303329739111
2024-02-05,zone_1,Dormant,0.7308433665221922
2024-02-06,zone_1,Dormant,0.6833993808845681
2024-02-07,zone_1,Dormant,0.6099739870639636
2024-02-08,zone_1,Dormant,0.5788296508706459
2024-02-09,zone_1,Dormant,0.6127838482511757
2024-02-10,zone_1,Dormant,0.6501332230759991
2024-02-11,zone_1,Dormant,0.6592872333338186
2024-02-12,zone_1,Dormant,0.5958316963389865
2024-02-13,zone_1,Dormant,0.6340226413044681
2024-02-14,zone_1,Dormant,0.620939477582691
2024-02-15,zone_1,Dormant,0.6424522335697486
2024-02-16,zone_1,Dormant,0.6953295056885159
2024-02-17,zone_1,Dormant,0.6283586259504157
2024-02-18,zone_1,Dormant,0.6835334373850932
2024-02-19,zone_1,Dormant,0.8178884487116349
2024-02-20,zone_1,Dormant,0.6981516623445501
2024-02-21,zone_1,Dormant,0.7494423185326288
2024-02-22,zone_1,Dormant,0.743879988960452
2024-02-23,zone_1,Dormant,0.6644975585409069
2024-02-24,zone_1,Dormant,0.7336639258808122
2024-02-25,zone_1,Dormant,0.6894397238138057
2024-02-26,zone_1,Dormant,0.8027176755929977
2024-02-27,zone_1,Dormant,0.7323485552442809
2024-02-28,zone_1,Dormant,0.7417379580523076
2024-02-29,zone_1,Dormant,0.7857228702563924
2024-03-01,zone_1,Budbreak,0.6624964730256756
2024-03-02,zone_1,Budbreak,0.7030627207196278
2024-03-03,zone_1,Budbreak,0.7183079215267896
2024-03-04,zone_1,Budbreak,0.7307857337958745
2024-03-05,zone_1,Budbreak,0.7212903532900571
2024-03-06,zone_1,Budbreak,0.7463386943374914
2024-03-07,zone_1,Budbreak,0.775236754671334
2024-03-08,zone_1,Budbreak,0.7114838049301605
2024-03-09,zone_1,Budbreak,0.6824452468045206
2024-03-10,zone_1,Budbreak,0.7593224339977426
2024-03-11,zone_1,Budbreak,0.7726393116431378
2024-03-12,zone_1,Budbreak,0.6891539955204465
2024-03-13,zone_1,Budbreak,0.6735019088232055
2024-03-14,zone_1,Budbreak,0.7657868037457083
2024-03-15,zone_1,Budbreak,0.7035053454813768
2024-03-16,zone_1,Budbreak,0.7190774128963959
2024-03-17,zone_1,Budbreak,0.6671334068031317
2024-03-18,zone_1,Budbreak,0.5909948764943243
2024-03-19,zone_1,Budbreak,0.7016876592882676
2024-03-20,zone_1,Budbreak,0.6109112306487993
2024-03-21,zone_1,Budbreak,0.7648223788066981
2024-03-22,zone_1,Budbreak,0.7130997157691769
2024-03-23,zone_1,Budbreak,0.7283037500210005
2024-03-24,zone_1,Budbreak,0.7682991689806911
2024-03-25,zone_1,Budbreak,0.7313672134364138
2024-03-26,zone_1,Budbreak,0.6879634780959768
2024-03-27,zone_1,Budbreak,0.7708619031015358
2024-03-28,zone_1,Budbreak,0.6891909247640027
2024-03-29,zone_1,Budbreak,0.794755057302331
2024-03-30,zone_1,Budbreak,0.7049573617826136
2024-03-31,zone_1,Budbreak,0.7619359945606557
2024-04-01,zone_1,Budbreak,0.6789829175986393
2024-04-02,zone_1,Budbreak,0.6355188605279314
2024-04-03,zone_1,Budbreak,0.6356369746693699
2024-04-04,zone_1,Budbreak,0.7446118133597277
2024-04-05,zone_1,Budbreak,0.6626491571201978
2024-04-06,zone_1,Budbreak,0.650620064525168
2024-04-07,zone_1,Budbreak,0.6894442192271243
2024-04-08,zone_1,Budbreak,0.7046143448920521
